Date;Open;
10.01.2014;1840.060059;1
13.01.2014;1841.260010;1
14.01.2014;1821.359985;0
15.01.2014;1840.520020;1
16.01.2014;1847.989990;1
17.01.2014;1844.229980;0
21.01.2014;1841.050049;0
22.01.2014;1844.709961;1
23.01.2014;1842.290039;0
24.01.2014;1826.959961;0
27.01.2014;1791.030029;0
28.01.2014;1783.000000;0
29.01.2014;1790.150024;1
30.01.2014;1777.170044;0
31.01.2014;1790.880005;1
03.02.2014;1782.680054;0
04.02.2014;1743.819946;0
05.02.2014;1753.380005;1
06.02.2014;1752.989990;0
07.02.2014;1776.010010;1
10.02.2014;1796.199951;1
11.02.2014;1800.449951;1
12.02.2014;1820.119995;1
13.02.2014;1814.819946;0
14.02.2014;1828.459961;1
18.02.2014;1839.030029;1
19.02.2014;1838.900024;0
20.02.2014;1829.239990;0
21.02.2014;1841.069946;1
24.02.2014;1836.780029;0
25.02.2014;1847.660034;1
26.02.2014;1845.790039;0
27.02.2014;1844.900024;0
28.02.2014;1855.119995;1
03.03.2014;1857.680054;1
04.03.2014;1849.229980;0
05.03.2014;1874.050049;1
06.03.2014;1874.180054;1
07.03.2014;1878.520020;1
10.03.2014;1877.859985;0
11.03.2014;1878.260010;1
12.03.2014;1866.150024;0
13.03.2014;1869.060059;1
14.03.2014;1845.069946;0
17.03.2014;1842.810059;0
18.03.2014;1858.920044;1
19.03.2014;1872.250000;1
20.03.2014;1860.089966;0
21.03.2014;1874.530029;1
24.03.2014;1867.670044;0
25.03.2014;1859.479980;0
26.03.2014;1867.089966;1
27.03.2014;1852.109985;0
28.03.2014;1850.069946;0
31.03.2014;1859.160034;1
01.04.2014;1873.959961;1
02.04.2014;1886.609985;1
03.04.2014;1891.430054;1
04.04.2014;1890.250000;0
07.04.2014;1863.920044;0
08.04.2014;1845.479980;0
09.04.2014;1852.640015;1
10.04.2014;1872.280029;1
11.04.2014;1830.650024;0
14.04.2014;1818.180054;0
15.04.2014;1831.449951;1
16.04.2014;1846.010010;1
17.04.2014;1861.729980;1
21.04.2014;1865.790039;1
22.04.2014;1872.569946;1
23.04.2014;1879.319946;1
24.04.2014;1881.969971;1
25.04.2014;1877.719971;0
28.04.2014;1865.000000;0
29.04.2014;1870.780029;1
